"Id","Name","Direction"
"647","c_group_scene_info","server_to_client"
"648","s_card_show_oper","client_to_server"
"649","c_rune_attr_info","server_to_client"
"650","c_act_end","server_to_client"
"651","c_sendprize_exchange_count","server_to_client"
"652","c_common_protocol","server_to_client"
"653","s_fenshen_\018ption","client_to_server"
"654","s_exchange_do","client_to_server"
"655","c_login_player_info","server_to_client"
"656","c_stage_drop","server_to_client"
"657","c_act_client_trigger_update","server_to_client"
"658","c_monthly_card_info","server_to_client"
"659","s_league_pvp_view_fight","client_to_server"
"660","s_pay_recharge","client_to_server"
"661","c_campaign_cache_update","server_to_client"
"662","c_peak_primary_rival_refuse","server_to_client"
"663","c_task_trigger_sync","server_to_client"
"664","c_pressure_like","server_to_client"
"665","c_evaluate","server_to_client"
"666","c_team_recruit","server_to_client"
"667","c_secret_area_time_record","server_to_client"
"668","s_battlefield_task_info","client_to_server"
"669","c_league_tech_buff_clear","server_to_client"
"670","s_group_boss_hp","client_to_server"
"671","c_group_team_join","server_to_client"
"672","c_platform_access_friend_share_daily_reward","server_to_client"
"673","c_friend_info","server_to_client"
"674","s_act_hero_rank","client_to_server"
"675","c_chat_clean","server_to_client"
"676","c_act_monopoly_dice_res","server_to_client"
"677","s_act_eye_sight_result","client_to_server"
"678","s_league_get_team_reward","client_to_server"
"679","c_group_team_new_apply","server_to_client"
"680","s_league_apply_list","client_to_server"
"681","c_gem_bag","server_to_client"
"682","c_secret_area_all_hero","server_to_client"
